ApprovedSymbol	Type	Pair.Evidence	F5.PrimaryCells.Expression_Max	Adipocyte Breast	Adipocyte Omental	Adipocyte Perirenal	Adipocyte Subcutaneous	Alveolar Epithelial	Amniotic Epithelial	Amniotic Membrane	Annulus Pulposus	Astrocyte Cerebellum	Astrocyte Cerebral Cortex	Basophils	Bronchial Epithelial	CD133+ Haematopoietic stem cell	CD14+ Monocyte derived Endothelial progenitor	CD14+ Monocytes	CD14+CD16+ Monocytes	CD14+CD16- Monocytes	CD14-CD16+ Monocytes	CD19+ B cells	CD34+ Haematopoietic stem cell	CD34+ progenitor	CD4+ T cells	CD4+CD25+CD45RA+ naive regulatory T cells	CD4+CD25+CD45RA- memory regulatory T cells	CD4+CD25-CD45RA+ naive conventional T cells	CD4+CD25-CD45RA- memory conventional T cells	CD8+ T cells	Cardiac Myocyte	Chondroblast	Chondrocyte	Chorionic Membrane	Ciliary Epithelial	Corneal Epithelial	Dendritic Monocyte Immature derived	Dendritic Plasmacytoid	ES cells	Endothelial Aortic	Endothelial Artery	Endothelial Lymphatic	Endothelial Microvascular	Endothelial Thoracic	Endothelial Umbilical Vein	Endothelial Vein	Eosinophils	Esophageal Epithelial	Fibroblast Aortic Adventitial	Fibroblast Cardiac	Fibroblast Choroid Plexus	Fibroblast Conjunctival	Fibroblast Dermal	Fibroblast Gingival	Fibroblast Lymphatic	Fibroblast Periodontal Ligament	Fibroblast Pulmonary Artery	Fibroblast Skin Normal	Gingival Epithelial	Granulocyte Macrophage progenitor	Hair Follicle Dermal Papilla	Hair Follicle Outer Root Sheath	Hepatic Sinusoidal Endothelial	Hepatic Stellate	Hepatocyte	Immature Langerhans	Intestinal Epithelial (polarized)	Iris Pigment Epithelial	Keratinocyte Epidermal	Keratinocyte Oral	Keratocytes	Lens Epithelial	Macrophage Monocyte derived	Mallassez derived	Mammary Epithelial	Mast cells	Mast cells stimulated	Mature Adipocyte	Melanocyte	Meningeal	Mesenchymal precursor Adipose	Mesenchymal precursor Bone Marrow	Mesenchymal precursor Cardiac	Mesenchymal stem cell Adipose	Mesenchymal stem cell Amniotic Membrane	Mesenchymal stem cell Bone Marrow	Mesenchymal stem cell Hepatic	Mesenchymal stem cell Umbilical	Mesenchymal stem cell Wharton's Jelly	Mesothelial	Migratory Langerhans	Multipot. Cord Blood Unrestrict. Somatic stem cell	Myoblast	Myotube	NK cells	Nasal Epithelial	Neural stem cell	Neurons	Neutrophils	Nucleus Pulposus	Olfactory Epithelial	Osteoblast	Osteocyte	Pancreatic Stromal	Pericytes	Placental Epithelial	Preadipocyte Breast	Preadipocyte Omental	Preadipocyte Perirenal	Preadipocyte Subcutaneous	Preadipocyte Visceral	Prostate Epithelial	Prostate Stromal	Renal Cortical Epithelial	Renal Epithelial	Renal Glomerular Endothelial	Renal Mesangial	Renal Proximal Tubular Epithelial	Reticulocyte	Retinal Pigment Epithelial	Salivary Acinar	Sebocyte	Sertoli	Skeletal Muscle	Skeletal Muscle Satellite	Small Airway Epithelial	Smooth Muscle Aortic	Smooth Muscle Brachiocephalic	Smooth Muscle Brain Vascular	Smooth Muscle Bronchial	Smooth Muscle Carotid	Smooth Muscle Colonic	Smooth Muscle Coronary Artery	Smooth Muscle Esophageal	Smooth Muscle Internal Thoracic Artery	Smooth Muscle Prostate	Smooth Muscle Pulmonary Artery	Smooth Muscle Subclavian Artery	Smooth Muscle Tracheal	Smooth Muscle Umbilical Artery	Smooth Muscle Umbilical Vein	Smooth Muscle Uterine	Synoviocyte	Tenocyte	Trabecular Meshwork	Tracheal Epithelial	Urothelial
ADRB2	receptor	literature supported	1204.56	0.7	0.43	0.87	4.98	75.54	9.98	26.97	2.31	10.55	6.37	51.73	64.3	10.28	44.43	185.22	31.47	21.97	46.58	20.48	30.03	12.91	14.26	4.2	3.46	1.7	23.76	68.81	0.9	13.77	10.63	12.8	2.61	85.36	0.42	26.21	0.86	6.68	10.35	10.03	19.86	7.32	1.97	5.4	29.89	98.56	2.43	1.87	0.15	0.7	6.06	7.11	4.46	6.78	1.25	1.4	55.76	33.21	4.94	4.44	3.21	0.21	16.51	51.65	0.49	1.54	54.89	48.52	11.72	2.1	13.39	53.09	50.1	190.2	1204.56	62.61	8.92	2.73	0.05	0.69	0.62	1.41	0.52	7.43	0.32	0	0.78	0.37	0.77	5.05	11.31	3.21	121.71	37.63	0.64	0.58	22.97	1.98	2.67	5.37	2.13	4.43	3.35	7.82	0.12	0.22	2.97	0	0.09	25.36	0.54	7.5	3.18	4.42	6.84	11.02	4.74	6.47	83.14	85.09	0	1.13	0.55	48.95	3.16	9.62	1.07	10.71	2.75	1.69	1.94	0	7.84	0.07	1.13	19.96	1.52	4.77	1.12	0.35	1.64	3.34	6.35	69.68	56.53
ADRB3	receptor	literature supported	1.72	0.09	0.05	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.09	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65	0	0.02	0	0	0	0	0	0.09	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	1.72	0	0.05	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.05	0	0	0	0	0.03	0
AGR2	receptor	literature supported	1057.45	0	0	0	0.26	54.94	615.93	138.39	13.29	0	0	1.39	139.82	0	0	0	0	0	0	0	0	0.66	0	0	0.04	0	0.03	0	0	0.12	0.49	14.87	0	6.77	0	0.12	0	0	0	0	0.65	0	0	0	0	38.38	0	0	0	0	0.19	0	0	0	0	0	12.85	0	0	0	0	8.64	4	0	1057.45	0	17.3	97.31	0	0	0	46.35	2.43	0.14	0	0	7.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.36	0	0	0	3.15	0	0.33	2.51	0	0	240.1	0	0.05	0	0	0	503.49	0	32.16	3.15	0	0.68	13.52	0	0	0.46	0	0	0	0	374.03	0	0.07	0.12	0	0	0.08	0	0	0	0	0	0	0	0.08	0	0	0	0	0	66.7	14.44
AGTR1	receptor	literature supported	not found in FANTOM5																																																																																																																																																
AGTR2	receptor	literature supported	2.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	1.97	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALK	receptor	literature supported	48.71	0	0	0	0.3	0	0	0.2	0	0	6.32	0	0	0.29	48.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0.03	0.03	0	0.04	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	11.84	0	0	0.03	0	0	0.46	0	0.21	0	0	0	0	0	0	0	0	0	0.05	0	0	0.27	0	0	11.99	0.5	0	0	0	0	0	0	0.1	0.1	0	0.04	0	1.66	0.76	0	0	0	0	0	0	0.28	0	0.11	0	0	0	0.19	0.09	0	0.22	0	0	0.13	0.32	0.04	0	0	0	0	0	0.18	0.33	0	0	0	0	0	0	0	0
AMFR	receptor	literature supported	58.61	35.88	35.85	34.02	41.11	27.23	35.8	51.66	38.22	34.18	25.07	24.56	31.32	17.62	36.25	26.61	17.39	19.2	18.25	48.46	16.07	16.72	24.85	11.75	12.54	14.16	11.44	15.18	23.79	36.94	23.97	40.16	19.38	28.84	54.83	18.5	7.28	27.15	30.7	27.61	34.93	28.7	21.74	29.33	21.55	37.07	21.76	27.2	34.39	45.93	23.62	23.92	45.51	24.33	17.58	21.09	20.51	28.1	35.22	25.79	33.51	31.25	58.61	21.48	15.87	20.76	31.04	16.67	41.32	26.18	46.64	13.09	32.09	30.43	7.39	25.81	31.7	20.59	16.15	22.01	20.46	25.5	44.22	42.8	30.36	33.23	28.18	27.9	19.42	26.01	26.94	31.61	23.78	35.78	20.26	19.37	13.95	39.94	40.79	29.71	48.68	21.03	46.76	38.24	35.33	38.21	44.53	24.63	23.61	23.98	27.29	32.66	41.12	33.84	47.03	35.67	14.86	24.6	22.68	15.49	19.28	24.27	21.41	24.46	36.54	33.29	27.2	37.02	29.23	20.33	40.01	29.75	43.88	29.19	35.03	45.57	19.83	34.91	20.86	20.22	42.6	31.51	30.14	27.07	36.67
AMHR2	receptor	literature supported	52.11	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0	0	0.07	0	0	0	1.05	0	0	0	0	0	0	0	6.17	0	0	0	0	0	0	0	0.29	0	0.14	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.23	0	0	0	0	0	1.11	3.85	0.59	0	0	0	0	0	0	0	0	0	0	52.11	4.93	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.37	0.98	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APCDD1	receptor	literature supported	346.77	32.72	140.86	4.36	258.67	2.26	0.88	71.05	2.48	15.03	12.85	0.47	0	0	0	1.5	0.07	1.44	0.06	0.93	0.53	0	0	0	0	0.02	0	0.03	8.11	11.17	1.92	47.64	3.49	3.29	0.27	2.84	2.63	0.63	0	0	0	0	0.47	1.57	0	6.54	0.35	5.34	4.68	3.05	30.4	66.13	50.88	56.12	0.45	9.12	0.28	0	24.56	26.72	0.7	8.97	1.63	6.91	9.72	0.17	10.17	4.44	9.62	2.21	0.08	0.89	2.43	14.13	0	153.27	9	0.21	2.33	5.07	0.08	62.71	0.13	3.2	6.13	346.77	0	0.03	0.57	0	0.06	1.87	0.04	1	18.5	3.2	0	4.97	1.63	1.31	7.31	120.51	3.06	3.28	0	0	1.48	1.33	0.53	0.96	1.21	0.34	0.04	0.05	0.25	0	0	1.19	10.51	20.4	0	1.13	1.86	0.98	0	0	0.25	4.36	0.16	5.3	0	0.49	0.24	2.68	1.13	0	2.3	0.15	15.06	0	1.65	3.52	29.39	0	0.33
APLNR	receptor	literature supported	40.3	0	0	0	0	0.59	0	0.3	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.39	0	0	0	0.45	0	0	0.08	0.66	0	0	0.9	0	0	1.64	0	0	0	0	1.05	0	0	0.02	0	0	0	0	0.28	0	0	0	0	40.3	0	9.87	0	0	0	0	0	0	0.12	0	0	0	0.21	0	5.84	0	0.28	0	0	0.04	2.47	0	0	0.14	0	0	0	0	0	0	0	0	0.31	0.78	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0.04	0	0	0	0	0.65	0	0	1.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.46	0	0	0
APLP2	receptor	literature supported	1062.43	280.38	260.05	236.4	234.48	168.65	235.98	180.58	357.46	161.61	256.2	539.14	183.09	331.18	542.27	644.44	341.37	754.96	227.39	131.89	221.51	234.01	31.17	35.01	38.57	27.19	27.3	45.48	357.15	402.16	386.15	198.38	333.63	234.68	479.71	55.15	162.8	523.18	479.44	913.33	841.3	496.12	484.1	404.49	835.66	379.4	560.5	237.59	213.06	143.64	237.23	259.46	117.99	261.42	284.15	350.49	523.74	579.97	181.23	363.18	350.25	148.91	407.38	135.17	714.44	496.86	246.26	448.68	140.4	485.32	851.39	435.42	269.71	83.6	133.51	434.91	122	190.02	135.01	554.9	294.21	179.54	331	87.31	192.16	57.34	273.8	1062.43	183.62	207.08	311.1	102.39	72.61	331.79	303.13	148.67	564.75	315.08	230.8	88.18	124.36	354.66	107.23	125.3	574.81	496.27	310.19	149.22	205.27	549.61	260.05	384.86	268.09	386.96	179.41	252.89	235.6	494.17	329.76	392.74	420.99	116.54	175.3	564.05	278.3	259.73	174.11	144.82	186.79	130.59	219.66	59.98	375.96	203.41	423.78	357.84	262.75	175.47	158.39	255.43	604.66	434.26	97.88	253.28	500.64
AQP1	receptor	literature supported	166.72	24.04	79.01	3.49	0.09	0	1.06	2.82	2.4	7.09	0.97	0.05	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0.04	8.78	0.65	7.87	8.27	0.88	0	0.04	0	0	0.87	0.3	0.78	0.16	0.41	22.64	1.7	0	0	0.48	6.25	16.1	0.23	1.31	50.31	0.36	36.46	0.68	1.83	0	0	4.44	0.72	8.23	23.49	7.31	0.39	0	0.51	0	0	0.16	2.47	0.08	0	0.26	3.12	0	57.68	0.15	0.56	0	34.77	0.13	1.84	0.52	0.43	2.31	0.46	0.65	5.19	0	0	0.27	27.24	0	0	0.13	0.37	0	10.41	26.94	0.37	0.89	0	18.35	0.76	26.55	92.32	17.81	7.18	1.37	0	0.06	0	0.04	3.9	1.53	0.53	166.72	3.32	1.43	0	0	0.62	0.33	0	0	0	0.54	0.6	0	0.1	0.53	0.49	0.12	0	0	5.13	0.33	0.51	4.67	0	18.04	65.6	5.3	0	0
ART1	receptor	literature supported	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASGR1	receptor	literature supported	698.09	0	0	0	0	0.35	0	0	0.06	0.04	0.46	0.1	0	0.29	0	0.07	0.07	0.05	0	0	0	0	0	0	0	0	0	0	0.22	0	0.24	0	0.06	0	0	0	1.42	0	0.14	0	0	0	0.14	0.44	0	0	0	0.12	0	0	0	0	0	0.02	0	0.1	0	0	0	0.23	0.37	0.41	698.09	0	41.2	0	0	0	0	0.23	0	0.05	0	0	0	0	0	0	0	0.08	0	0	0.13	0	0.07	0	0	0	0	0	0	0.09	0	0	1.94	6.83	0	0.21	0	0.09	0.1	0	0.1	0	0	0	0	0	0	3.59	0.04	0	0	0.04	0	0	0.11	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.12	0	0	0	0	0	0
ASGR2	receptor	literature supported	563.44	0	0	0	0	0	0	0.4	0	0	0	29	0	0.88	2.68	18.76	7.09	49.5	0	0.26	0.26	1.78	0.34	0	0	0	0	0.21	0	0.12	0.4	0.18	0.03	0	1.9	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23	563.44	1.45	43.29	0	0	0	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0.62	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	7.25	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0
ASIC3	receptor	putative	0.87	0	0	0.87	0.09	0	0.11	0	0	0	0	0	0.1	0	0	0.07	0	0.04	0	0	0	0	0	0	0.02	0.05	0	0	0.04	0.12	0	0.28	0.03	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.05	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.09	0.1	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.1	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0.04	0.1	0	0	0	0	0	0	0	0	0	0	0.07	0	0.18	0	0	0	0	0	0	0	0.22	0
ATP1A3	receptor	literature supported	50	0.09	0.44	0	0	0.47	0	1.29	0	4.42	0.48	3.58	0.1	1.47	0.22	2.5	0	0.1	0	0.9	2.11	2.9	3.05	1.54	1.51	0.75	1.61	4.33	0.04	2.07	0	0	0.25	0	0.55	3	11.32	0.05	0.09	0	0.22	0	0.06	0	0.66	0	0.42	0.02	0.08	0	0.05	0.15	0.46	0.24	0.11	0.43	0	3.83	0	0	0	0	6.5	0	0.25	0.17	0.37	0	0	2.05	0	0	0.67	0.07	0	0	1.53	0.22	0	0.08	0.04	0	0	1.03	0	0.18	0.13	0.46	0	0.24	0.34	0.18	8.44	4.04	30.03	50	0.41	0.17	0.07	0	1.72	0.26	0	0.1	0.14	0.26	0	0.09	0	0.23	0.08	0	0.33	0.46	0	0	0.24	8.5	0	0	0	0.14	0.09	0	0	0	0	0	0	0.09	0	0.49	0	0	0	0.15	0	0	0	0.35	0.16	0	0.35	0	0.33
ATP6AP2	receptor	literature supported	581.02	259.94	289.77	358.53	96.81	29.32	59.43	149.22	152.4	38.01	69.21	160.54	62.03	78.1	330.71	208.02	282.73	305.68	199.42	67.1	73.75	96.8	59.41	71.24	68.67	79.46	72.73	80.7	134.55	183.94	234.55	117.77	72.42	38.04	384.21	105.46	87.88	71.79	68.64	138.86	63.23	70.75	60.01	62.43	164.27	47.97	122.34	111.06	116.57	32.57	83.73	111.16	36.91	89.42	107.53	202.59	96.52	66.43	81.71	183.53	44.51	46.83	82.3	175.8	89.54	105.17	73.13	81.66	34.95	111.35	581.02	136.12	87.02	54.72	195.09	110.71	86.22	78.37	130.9	177.9	170.29	76.58	156.7	38.09	153.58	72.92	218.08	198.83	72.53	154.1	158.42	65.35	73.41	96.65	88.81	71.28	186.34	120.76	145.73	70.9	125.59	109.21	35.02	47.92	277.66	272.42	227.08	95.63	95.67	104.08	106.66	61.79	46.16	55.09	24.17	47.32	86.46	71.64	106.08	74.87	196.03	62.22	85.19	121.23	107.47	135.32	129.7	65.25	95.41	112.96	104.67	18.04	181.56	133.18	102.84	151.14	79.02	98.27	128.68	60.66	258.89	180.57	25.66	69.24	67.52
ATRN	receptor	literature supported	104.72	23.04	24.96	26.17	19.03	5.1	26.23	21.89	29.61	12.71	17.58	12.6	16.02	9.1	42.62	13.94	9.01	17.46	8.07	8.65	8.16	10.35	10.15	7.67	8.13	9.03	7.57	9.99	38.68	23.87	24.94	28.95	16.51	12.85	17.9	6.65	15.23	20.09	16.7	27.58	20.61	20.02	15.85	11.63	1.32	16.14	17.97	22.5	26.99	11.95	14.32	22.04	7.52	17.56	23.37	18.9	20.11	47.27	17.39	17.02	12.77	14.61	104.72	8.85	40.34	16.64	22.83	23.89	13.48	25.1	29.4	18.79	23.61	10.6	3.94	17.42	18.78	17.39	17.52	17.67	22.02	21.78	18.44	10.73	36.92	12.28	28.31	22.68	16.03	19.32	18.41	23.15	10.73	22.73	24.29	16.8	0.66	26.75	25.05	17.8	17.02	16.16	11.83	15.49	24.08	25.21	19.29	14.66	19.31	26.95	16.98	14.68	11.59	13.32	8.16	11.91	5.11	12.82	44.61	19.3	22.5	16.84	19.12	33.11	16.6	20.43	16.5	13.3	17.1	17.33	15.24	9.27	18.57	21.79	28.25	21.81	16.01	13.87	17.51	7.8	25.75	16.42	9.86	15.98	25.26
AVPR1A	receptor	literature supported	108.3	1.17	0.2	0	5.01	0	0	13.61	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	1.87	0	0	0	0	0	0	0	0	0	0	0	0.06	0.66	0	0	0	0.3	0	0.03	0	0	0.08	0	0	0	0	0	0	0	0	108.3	0	0	0	0	0	0	0	0	0	0	0.09	0	17.63	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0.55	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.08	0	0	0	0	0.11	0	0	0	0	0.04	0.06	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0
AVPR1B	receptor	literature supported	0.92	0	0	0	0	0	0	0	0	0	0	0.13	0	0.88	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AVPR2	receptor	literature supported	not found in FANTOM5																																																																																																																																																
AXL	receptor	literature supported	355.6	68.82	54.91	69.79	38.22	220.56	159.18	8.04	220.64	214.07	83.61	0.67	56.5	0.29	19.08	1.39	0.42	0.15	0.16	0	3.16	0.66	0	0	0	0.02	0	0.03	63.67	206.86	85.68	96.02	125.59	104.97	0	12.14	13.45	161.07	177.94	36.21	70.56	120.75	81.17	152.44	0	112.08	252.26	96.44	86.86	351.95	139.88	254.75	272.96	270.48	92.56	234.46	74.79	0	237.51	58.46	108.1	121.36	10.66	16.02	5.04	172.25	56.72	107.4	302.71	140.64	0.46	74.56	142.23	1.6	0	20.35	22.68	243.5	113.22	90.27	92.09	115.95	222.72	318.69	106.32	113.16	101.09	66.58	0.34	240.14	143.48	67.13	0.45	37.72	11.38	17.35	0	181.36	355.6	303.72	106.27	273.77	120.83	158.35	107.33	140.63	184.04	97.55	102.16	29.99	172.88	255.04	274.31	114.66	298.83	294.05	0	169.44	29.99	65.02	348.68	114.35	81.64	58.43	186.76	117.14	80.69	203.91	222.05	71.16	119.68	242.84	180.31	100.98	177.42	196.74	131.42	166.1	154.64	131.97	153.78	219.81	237.65	60.03	73.62
BAI2	receptor	literature supported	54.23	2.41	2.85	1.74	10.71	1.68	0.64	0.77	2.19	4.37	8.37	0.8	0.35	0	0	0.14	0	0	0	0.18	0	0.56	0.2	0.25	0.81	0.07	0.18	0.44	1.13	4.54	4.02	1.56	5.19	0.37	0.1	0	5.43	0.53	0.74	0.12	0.24	0.81	0.43	0.24	0	1.74	4.74	4.97	3.03	2.81	1.75	4.1	1.08	4.58	1.47	1.79	0.35	0	0	1.06	1.77	7.7	0.98	0.39	0.37	2.57	0.45	1.2	3.16	5.85	0	0.22	0.99	2.77	0	2.57	2.31	3.02	3.86	4.74	3.76	1.8	2.77	1.22	1.18	0	9.82	19.29	0.78	5.96	2.18	9.17	1.2	4.04	54.23	36.01	0	2.99	2.2	5.29	4.81	8.86	6.95	4.03	1.66	3.7	5.94	5.8	3.89	1.22	5.04	0.53	3.81	0.45	21.52	0.53	0	2.65	6.45	0.29	1.61	3.53	2.86	0.17	6.33	4.97	1.72	3.08	7.36	3.29	4.74	3.41	5.08	4.31	9.04	7.94	2.06	4.53	1.31	3.19	4.05	3.33	4.87	0.26	1.75
BAMBI	receptor	literature supported	220.75	32.42	26.91	27.91	3.39	7.11	19.96	16.81	1.96	3.9	5.1	1.42	2.9	0	0.11	0.91	0.07	0.09	0.28	0.39	0.53	0.56	1.53	1.41	0.05	0.17	0.1	0.57	60.6	14.39	10.62	9.45	14.45	4.97	0.09	0.08	9.17	1.67	3.08	0.38	1.13	3.2	1.54	1.32	0	0.87	8.14	35.06	5.42	0.7	0.46	2.52	4.24	6.68	11.46	9.4	2.59	0	24.7	1.55	3.91	24.43	4.62	0.11	8.49	12.52	10.35	0.93	0.33	24.02	1.25	3.98	1.92	10.33	0.99	4.73	36.53	2.02	1.43	4	13.16	3.45	5.51	5.37	17.81	4.88	44.99	220.75	0.27	9.67	1.52	1.69	1.26	10.92	4.24	3.21	0.66	5.07	20.38	10.92	21.95	0.43	2.89	31.73	47.79	41.39	25.23	11.26	4.98	11.03	2.73	3.65	4.37	2.94	7.16	6.71	0.13	21.25	3.96	3.48	4.82	3.02	1.61	4.79	4.75	13.36	13.92	3.37	4.19	23.21	6.88	9.27	5.85	5.51	5.65	5.81	7.04	2.33	8.28	0.35	12.97	11.62	0.7	8.35	2.28
BCAM	receptor	literature supported	226.66	0.58	1.97	1.74	1.71	12.75	0.37	1.86	19.35	67.83	13.09	0.15	51.27	3.82	1.03	0.32	0	0	0	0	0.79	0.94	0	0	0.02	0	0	0	23.08	23.98	4.14	6.99	48.48	127.07	0.04	0	69.93	27.54	29	51.56	65.45	27.9	25.87	17.03	0	113.82	9.26	14.3	14.3	21.32	1.94	5.63	27.43	6.69	7.03	5.44	25.59	0	6.19	4.49	43.85	52.83	46.21	0	221.13	29.85	57.24	226.66	16.25	49.41	0.18	8.13	68.02	1.76	0	17.94	2.79	3.09	1.77	8.5	3.15	38.57	24.91	3.18	44.2	27.66	10.34	21.53	0.38	38.56	3.28	143.7	0	69.63	3.98	3.98	0	37.19	27.97	6.27	3.39	6.08	82.63	2.12	2.01	4.56	5.94	3.39	5.24	139.41	25.62	37.36	45.26	54.46	159.34	29.55	77.29	76.51	16.16	46.54	38.56	37.13	14.29	65.97	6.63	13.29	7.02	25.08	20.08	13.4	6.61	47.79	15.07	18.42	14.69	14.66	24.1	10.62	12.25	4.61	18.02	5.4	25.32	41.09	81.86
BDKRB1	receptor	literature supported	360.47	0	0.94	0.87	3.16	2.31	0	0.24	0.74	0	0.05	0	0.61	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0.06	0	0.95	41.01	9.77	2.22	0.18	0.37	0.04	0	0	0	0	0	0	0	0	0	0	0	11.69	2.96	0.08	1.41	0.69	5.8	9.89	5.54	1.47	7.05	2.78	0	1.5	0.23	1.4	51.1	0	1.27	0	12.87	0.47	0.19	3.45	0	0	7.02	0.26	0	0	1.38	0	0	39.37	18.97	64.59	0.82	17.28	2.55	55.37	23.94	185.25	360.47	0	0.57	9.35	7.75	0	0.14	0	0.06	0	0.17	0.35	3.67	0.2	22.33	0	0.1	2.81	13.38	0	43.38	71.3	0.69	58.15	0	0	0	0	0	0	0.11	2.88	2.52	14.46	19	3.44	0.12	73.08	3.74	3.45	17.07	50.63	34.31	30.13	163.36	205.84	49.25	56.5	55.2	3.59	17.55	30	37.25	79.9	16.27	6.93	1.34	0.39
BDKRB2	receptor	literature supported	123.31	0.09	1.02	0	7.2	0.49	0.9	0.31	81.81	1.06	0.24	0	9.42	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0.09	32.02	6.61	4.96	0.15	10.48	0.48	0.39	0.54	0.65	0	0.9	0.08	0	0.15	0.06	0	5.23	1.57	1.83	36.3	11.01	3.31	28.05	5.25	20.17	0	5.04	12.29	0	5.27	0	0.7	4.47	0.2	4.5	2.58	2.4	8.53	11.57	4.95	0.23	0	9.66	7.74	0.4	0	1.44	0.06	32.01	39.89	63.7	21.79	1.34	31	2.31	10.97	7.92	11.63	3.71	0.51	1.72	10.16	2.94	0.04	4.01	0.51	2.12	0	56.87	6.44	3.28	4.71	18.25	10.41	2.02	1.4	4.33	0	21.85	32.09	4.79	43	0.5	0.51	1.16	2.45	0.54	0	0.11	5.63	8	0	10.39	10.96	6.05	9.13	2.12	8.21	18.22	42.09	16.34	22.71	8.29	20.39	53.8	14.69	12.92	20.39	2.26	2.16	25.54	123.31	60.94	13.67	10.44	3.36
